"X","funded_amnt","int_rate","installment","emp_title","emp_length","home_ownership","annual_inc","purpose","addr_state","dti","application_type","open_act_il","open_il_12m","open_il_24m","mths_since_recent_bc","tot_hi_cred_lim"
83355,27600,18.94,715.05,"Bartender","4 years","RENT",33000,"debt_consolidation","WA",16.36,"Individual",1,0,0,9,34550
46628,7000,8.46,220.85,"Registration/Scheduler ","< 1 year","RENT",30873,"debt_consolidation","AZ",25.12,"Individual",2,1,1,14,72074
30992,30000,10.47,974.65,"Senior Associate ","2 years","RENT",145000,"credit_card","CA",9.73,"Individual",1,0,0,11,113107
120105,15000,19.42,553.04,"HEAVY EQUIPMENT OPERATOR","1 year","RENT",98000,"debt_consolidation","NC",13.31,"Individual",2,0,2,21,47844
87105,17650,7.21,546.68,"Director of IT Operations","1 year","MORTGAGE",143000,"home_improvement","FL",14.03,"Individual",3,0,2,3,366940
88504,9000,6.11,274.25,"Economic Development Director","2 years","MORTGAGE",2e+05,"debt_consolidation","CA",9.18,"Individual",2,1,1,1,668601
117193,25000,6.11,761.8,"director ofe events","6 years","MORTGAGE",90000,"home_improvement","TX",10.29,"Individual",2,3,3,4,259242
19973,20000,6.11,609.44,"Team member","10+ years","MORTGAGE",90000,"debt_consolidation","IN",20.64,"Individual",1,2,2,12,150827
2648,20000,18.94,732.52,"Account Executive","< 1 year","RENT",42000,"debt_consolidation","NY",28.8,"Individual",2,0,0,4,55824
45743,20000,6.11,609.44,"","n/a","MORTGAGE",30000,"credit_card","TN",50.16,"Joint App",1,0,0,1,347146
106293,13000,16.14,317.11,"Quality Control Supervisor","7 years","RENT",49000,"debt_consolidation","ME",29.78,"Individual",3,1,4,58,71594
87951,10000,12.73,335.65,"Shop mechanic ","8 years","MORTGAGE",80000,"debt_consolidation","WY",14.97,"Individual",1,0,1,9,229750
118009,6000,6.11,182.84,"Nurse","4 years","MORTGAGE",70000,"credit_card","VA",11.45,"Individual",2,1,1,8,273009
20388,33000,6.67,1013.98,"Medical Coder","< 1 year","MORTGAGE",53000,"credit_card","CO",32.54,"Joint App",0,0,0,64,254800
48592,13000,6.11,396.14,"Registered Nurse","1 year","MORTGAGE",64500,"debt_consolidation","KS",18.72,"Individual",3,1,1,50,165063
13670,24000,10.47,779.72,"Pest Control Technician ","1 year","RENT",36000,"debt_consolidation","WA",2.57,"Individual",0,0,0,3,7600
95671,7000,16.14,246.59,"COA","2 years","RENT",45000,"credit_card","FL",19.84,"Individual",4,1,1,25,65091
13724,20000,18.94,518.16,"Desktop Support","< 1 year","RENT",41600,"debt_consolidation","PA",20.54,"Individual",1,0,0,14,42515
55973,16000,15.02,554.81,"Shipping Manager","7 years","RENT",70000,"debt_consolidation","OK",19.78,"Individual",2,0,0,23,59062
1422,36000,6.11,1096.99,"Vice President ","3 years","MORTGAGE",160000,"credit_card","TX",17.93,"Individual",5,2,4,16,671661
127808,10000,13.06,337.23,"Senior Recruiter","6 years","OWN",140000,"major_purchase","CO",2.31,"Individual",0,0,1,54,291400
72706,9600,11.06,314.57,"School Safety ","10+ years","RENT",75500,"other","NY",27.81,"Individual",1,1,1,16,61300
128078,10000,24.84,396.76,"CEO","5 years","RENT",20000,"debt_consolidation","NY",5.34,"Joint App",0,0,0,25,4600
79966,14000,16.91,498.52,"","n/a","MORTGAGE",91000,"major_purchase","VA",17.14,"Individual",2,1,1,154,471864
99746,20000,14.47,688.13,"truck driver","10+ years","RENT",84000,"major_purchase","NJ",15.07,"Individual",3,2,2,23,64194
83129,5200,7.84,162.57,"Data Analyst","< 1 year","RENT",50000,"credit_card","OR",2.4,"Individual",0,0,0,17,5500
32392,5500,12.73,184.61,"Produce Manager","3 years","MORTGAGE",56000,"credit_card","NJ",37.06,"Joint App",2,0,2,14,259379
41454,13000,8.46,410.14,"Analyst","9 years","RENT",70000,"debt_consolidation","IL",17.62,"Individual",2,1,2,24,48334
86386,35000,10.08,745.03,"Senior Auto Body Tech","10+ years","RENT",78800,"debt_consolidation","GA",0.53,"Individual",0,0,0,45,81600
87881,14400,16.91,357.19,"Manager","3 years","MORTGAGE",150000,"car","WI",15.3,"Individual",3,1,2,30,527540
103787,17400,13.56,400.91,"Associate director clinical oncology ","2 years","MORTGAGE",148000,"debt_consolidation","PA",16.2,"Individual",5,1,4,8,577061
31518,7000,7.21,216.82,"Teacher","10+ years","MORTGAGE",110000,"credit_card","NJ",22.07,"Joint App",5,1,3,71,523129
3135,15000,10.47,487.33,"","n/a","OWN",46000,"debt_consolidation","GA",21.08,"Joint App",2,0,1,12,53042
72199,6000,16.14,211.36,"claims validator","10+ years","MORTGAGE",20000,"home_improvement","MN",20.71,"Joint App",1,0,0,NA,21371
57411,30000,11.55,660.54,"Asst superintendent","5 years","RENT",144000,"credit_card","TX",7.05,"Individual",1,0,1,8,61454
80503,12000,11.06,393.21,"CIS","2 years","RENT",52000,"credit_card","TX",39.16,"Individual",2,0,1,39,93157
6514,14000,6.67,275.05,"Contact Representative","3 years","RENT",41000,"debt_consolidation","CA",24.91,"Individual",2,0,2,4,71981
4835,21000,13.56,713.26,"4th shift lead","7 years","OWN",40000,"debt_consolidation","WA",9.87,"Individual",1,0,0,24,19702
50512,14000,11.06,458.74,"Scale Attendant","7 years","RENT",40200,"debt_consolidation","WA",20.66,"Individual",2,0,1,39,33782
110101,25500,7.84,515.1,"Electrical Superintendent","4 years","MORTGAGE",140000,"home_improvement","MN",7.33,"Individual",2,0,1,13,362552
74696,10000,18.94,366.26,"IT Tech Support","1 year","RENT",59000,"debt_consolidation","TX",21.42,"Individual",4,1,1,37,48347
11910,14000,12.73,469.9,"","n/a","MORTGAGE",39000,"debt_consolidation","MA",27.35,"Joint App",1,1,1,13,443670
116006,12500,13.56,424.56,"project manager","5 years","OWN",94500,"debt_consolidation","WA",14.53,"Individual",2,1,2,51,47200
114433,9800,16.91,348.96,"Lead","3 years","MORTGAGE",50000,"debt_consolidation","IL",18.77,"Individual",1,1,2,12,175176
104068,35000,26.31,1415.96,"CEO","10+ years","MORTGAGE",350000,"home_improvement","CA",4.17,"Joint App",0,0,0,60,118865
62620,7200,11.55,237.6,"Integration Support Specialist","< 1 year","RENT",62000,"credit_card","OR",20.89,"Individual",3,2,3,59,55173
112072,16500,11.55,363.3,"Departmental Information System Tech","6 years","RENT",72000,"credit_card","CA",16.15,"Individual",1,1,1,4,54250
82557,6000,11.06,196.61,"Minister","7 years","OWN",50000,"debt_consolidation","CA",8.55,"Individual",1,2,2,11,14266
82838,15000,7.21,464.6,"Police Officer","10+ years","OWN",115000,"credit_card","NY",12.28,"Individual",2,1,2,31,83225
2416,30000,10.47,644.38,"Inventory Management Specialist","10+ years","MORTGAGE",93000,"credit_card","MD",6.13,"Individual",0,0,0,25,344754
49922,7200,12.73,241.67,"Prep Foods Manager","5 years","RENT",24000,"debt_consolidation","MI",24.75,"Individual",2,0,1,14,40359
20343,3000,6.11,91.42,"Branch manager ","10+ years","MORTGAGE",75000,"debt_consolidation","TX",10.62,"Individual",2,0,1,154,186484
56345,17000,6.11,518.03,"IT Manager","2 years","MORTGAGE",205000,"credit_card","WA",8.44,"Individual",3,3,5,8,654883
84647,24000,13.56,552.98,"Editor","5 years","RENT",90000,"debt_consolidation","MD",21.67,"Individual",2,0,1,3,321637
92922,16000,7.46,497.41,"Owner","5 years","MORTGAGE",247000,"credit_card","MO",8.4,"Individual",3,3,6,18,265223
86406,4800,12.73,161.11,"","< 1 year","RENT",50000,"credit_card","FL",11.19,"Individual",1,0,1,25,20509
91280,12000,17.97,433.65,"Manager","6 years","MORTGAGE",139000,"debt_consolidation","NJ",15.63,"Individual",3,0,0,2,302043
71317,5000,8.46,157.75,"","n/a","OWN",63180,"debt_consolidation","CA",5.75,"Individual",1,2,4,5,147075
56017,15000,6.67,460.9,"President, CEO","8 years","MORTGAGE",150000,"debt_consolidation","MA",8.26,"Individual",1,1,1,3,251917
21044,5000,11.55,165,"Grievances and Appeals Analyst 2","10+ years","RENT",61038,"other","CT",17.73,"Individual",3,0,0,73,83419
29202,32425,8.46,1022.98,"laboratory technologist","2 years","MORTGAGE",41000,"debt_consolidation","TX",16.1,"Joint App",2,0,2,54,346149
96838,3000,19.92,111.37,"Residential Coordinator","10+ years","MORTGAGE",50000,"vacation","MO",30.2,"Individual",2,0,1,7,186231
111372,12500,16.14,440.33,"General Manager","8 years","RENT",60000,"debt_consolidation","TX",21.52,"Individual",2,0,0,8,76476
91711,14400,17.97,365.44,"Supervisor","10+ years","RENT",70000,"debt_consolidation","MN",20.64,"Individual",3,0,0,24,55433
73700,15000,7.84,468.94,"","n/a","OWN",82000,"home_improvement","PA",17.2,"Individual",3,2,4,2,142293
87618,2700,16.91,96.15,"Operations Support Analyst","9 years","RENT",65864,"other","OR",8.55,"Individual",1,0,3,58,14275
77005,10000,10.47,324.89,"Manager","2 years","MORTGAGE",60000,"vacation","FL",44.3,"Joint App",4,0,3,19,570847
98915,7000,10.08,226.14,"Produce Team","9 years","RENT",20400,"credit_card","MO",12.29,"Individual",0,0,0,75,1000
87614,25000,7.84,781.57,"Graphic Designer","< 1 year","RENT",65000,"credit_card","CA",4.19,"Individual",0,0,0,3,54500
106825,35000,6.67,687.61,"Flight Dispatcher","10+ years","MORTGAGE",130000,"debt_consolidation","MS",17.4,"Individual",0,0,0,42,323450
117043,8000,11.06,262.14,"Medical Assistant","6 years","MORTGAGE",40000,"debt_consolidation","KY",21.81,"Individual",2,0,2,47,42290
92306,40000,11.55,1320,"GENERAL SALES MANAGER","10+ years","OWN",2e+05,"credit_card","CA",14.27,"Individual",2,0,1,3,159174
128090,20200,16.46,714.77,"Sales Manager","9 years","RENT",210000,"debt_consolidation","FL",21.14,"Individual",5,2,3,24,161084
60975,10000,10.47,324.89,"animal technician","10+ years","MORTGAGE",25000,"credit_card","CA",14.74,"Individual",0,0,0,1,18600
107984,15000,17.97,542.07,"","n/a","OWN",50000,"debt_consolidation","CA",16.61,"Individual",1,0,0,5,34582
83963,19500,16.14,686.92,"Sales","1 year","RENT",105000,"debt_consolidation","TX",19.93,"Individual",2,1,3,22,111545
49498,24800,12.73,560.86,"pediatric biller","10+ years","MORTGAGE",46000,"debt_consolidation","NJ",14.22,"Joint App",1,0,1,5,32800
85510,10000,11.55,330,"Broker ","10+ years","RENT",50000,"debt_consolidation","CO",36.03,"Individual",2,0,1,17,65414
49256,4675,14.47,160.85,"","n/a","MORTGAGE",32000,"home_improvement","GA",34.81,"Individual",2,0,1,5,54373
18881,23000,12.73,520.15,"Mail carrier","10+ years","OWN",65000,"debt_consolidation","MN",23.47,"Joint App",2,1,2,38,159581
33797,10000,17.97,253.78,"","n/a","MORTGAGE",62000,"debt_consolidation","NY",18.52,"Joint App",0,0,0,15,300600
119622,12000,6.67,368.72,"Hospital Concierge ","4 years","RENT",44000,"debt_consolidation","NY",6.06,"Individual",2,0,0,20,26839
52681,16000,16.14,563.62,"Order Selector","4 years","MORTGAGE",51200,"debt_consolidation","ND",6.84,"Individual",0,0,0,0,94651
92433,6450,25.34,257.62,"Accounts Receivable","3 years","MORTGAGE",35000,"debt_consolidation","FL",30.76,"Individual",2,0,1,12,172764
116264,5000,11.06,163.84,"Associate Vice President","4 years","RENT",215000,"credit_card","FL",14.41,"Individual",3,1,2,9,115121
73248,4000,13.56,135.86,"Occupational therapist","9 years","RENT",60000,"medical","PA",20.76,"Individual",1,0,1,10,53300
113477,9600,22.35,368.37,"Assistant Store Manager ","4 years","OWN",65000,"debt_consolidation","NY",13.74,"Individual",3,1,1,2,83748
26793,40000,6.11,1218.88,"lawyer","6 years","RENT",499000,"debt_consolidation","NY",6.68,"Individual",2,0,0,1,263529
85785,25000,13.56,849.11,"Teacher","10+ years","MORTGAGE",85766,"debt_consolidation","IL",27,"Individual",2,1,2,111,539497
113053,20000,10.08,425.73,"Sales Manager ","< 1 year","MORTGAGE",126000,"credit_card","MA",14.43,"Individual",7,4,6,10,307192
63583,10000,17.97,361.38,"director of pr","< 1 year","MORTGAGE",65000,"debt_consolidation","VA",20.96,"Individual",2,1,2,23,54293
86408,8000,16.91,284.87,"EMT","< 1 year","OWN",25000,"debt_consolidation","LA",13.44,"Individual",1,0,0,9,15800
36600,15000,10.47,487.33,"FINANCE MANAGER","10+ years","RENT",90000,"credit_card","CA",36.64,"Individual",6,0,1,12,133544
114838,10000,8.46,315.5,"Distributer ","< 1 year","RENT",23000,"debt_consolidation","CA",15.61,"Individual",4,0,0,44,18831
80309,15000,16.91,372.07,"Personal Trainer","< 1 year","RENT",50000,"credit_card","NY",24.7,"Individual",1,0,0,10,78380
104524,10000,16.14,243.93,"FS account specialist 3","10+ years","MORTGAGE",63542.33,"debt_consolidation","PA",15.05,"Individual",4,5,5,12,180573
103281,4000,11.55,132,"Truck Driver","10+ years","MORTGAGE",62276,"home_improvement","MI",1.35,"Individual",0,0,0,NA,186615
63515,24000,18.94,621.79,"Operations Manager","1 year","MORTGAGE",45000,"debt_consolidation","IN",12.53,"Joint App",1,1,1,26,162311
89846,8000,16.14,281.81,"","n/a","OWN",30000,"debt_consolidation","OH",24.6,"Individual",2,0,2,7,42700
113780,40000,17.97,1015.09,"","n/a","RENT",0,"credit_card","CA",NA,"Joint App",0,0,0,56,20100
67214,12000,6.11,365.67,"Route Driver","10+ years","MORTGAGE",70000,"debt_consolidation","WA",19.66,"Individual",2,0,0,5,77372
55483,10000,15.02,346.76,"Dental Asst","10+ years","RENT",36000,"debt_consolidation","CA",28.4,"Individual",1,1,3,40,35000
122795,30000,10.07,638.45,"","n/a","MORTGAGE",50000,"debt_consolidation","NH",22.88,"Joint App",2,1,2,11,222710
16652,8400,12.73,281.94,"Asset Protection","1 year","RENT",40000,"credit_card","TX",20.07,"Individual",1,0,1,5,56768
24918,25000,12.73,565.38,"LIVESTOCK PROCUREMENT","10+ years","MORTGAGE",125444,"debt_consolidation","TX",16.39,"Individual",3,0,1,28,89201
58292,5300,11.55,174.9,"General Assembly ","10+ years","MORTGAGE",65000,"debt_consolidation","OH",7.79,"Individual",1,1,2,20,139450
101682,24000,6.67,737.44,"Store Manager","5 years","MORTGAGE",40000,"debt_consolidation","SC",34.53,"Joint App",1,1,1,15,321520
24650,36000,12.73,1208.31,"Sr. Customer Success Manager","3 years","MORTGAGE",101000,"debt_consolidation","TX",20.33,"Joint App",17,0,0,9,153111
27485,5000,11.06,163.84,"Engineer","5 years","RENT",90000,"debt_consolidation","IL",10.52,"Individual",5,2,4,46,55500
97335,7500,6.67,230.45,"Direct Care Worker","4 years","MORTGAGE",24000,"debt_consolidation","MI",7.35,"Individual",0,0,0,29,10700
88900,16000,13.56,368.66,"HR asst.","10+ years","OWN",50000,"debt_consolidation","MD",26.14,"Joint App",1,0,0,114,167958
132,40000,11.55,880.71,"Technical Account Manager","2 years","MORTGAGE",150000,"debt_consolidation","TX",13.08,"Individual",2,1,3,3,504677
41026,12000,15.02,285.61,"Mail carrier ","8 years","MORTGAGE",80000,"debt_consolidation","LA",18.11,"Individual",1,0,0,9,290584
100470,2300,10.47,74.73,"Owner","1 year","RENT",33800,"credit_card","FL",37.89,"Individual",4,3,3,3,86947
47621,8400,14.47,289.02,"Dental assistant","3 years","RENT",25000,"credit_card","CA",15.36,"Individual",5,2,3,18,33000
39994,16000,7.84,500.21,"Social Strategist","2 years","RENT",75000,"debt_consolidation","NY",26.53,"Joint App",6,1,2,3,121063
76332,10000,8.46,315.5,"Server","10+ years","RENT",45000,"credit_card","CA",27.76,"Individual",1,0,2,28,59232
59500,16000,12.73,537.03,"Planning Section Manager","10+ years","MORTGAGE",90000,"debt_consolidation","FL",36.15,"Individual",4,1,1,36,241216
84863,15000,11.06,326.59,"General manager ","8 years","OWN",97000,"credit_card","CT",16.72,"Individual",2,1,2,4,144146
93404,30000,8.46,946.48,"Manager","4 years","RENT",38150,"debt_consolidation","CA",22.52,"Individual",1,1,2,10,103040
67830,10000,12.73,335.65,"Route Manager","7 years","RENT",55000,"credit_card","TX",10.6,"Individual",0,0,0,21,112600
37796,24000,7.84,484.8,"programmer","10+ years","OWN",180000,"other","TX",8.33,"Individual",2,1,2,12,205518
46377,30000,6.67,921.8,"owner operator","6 years","OWN",84996,"debt_consolidation","IL",19.34,"Individual",2,0,1,10,168583
91237,10000,11.55,330,"Founder","5 years","MORTGAGE",67000,"other","MD",5.62,"Individual",1,0,0,NA,257665
64710,8000,17.97,289.1,"Analyst ","10+ years","MORTGAGE",60000,"debt_consolidation","CA",21.3,"Individual",2,0,2,20,243276
71163,40000,7.84,1250.51,"FACILITY SECURITY OFFICER","10+ years","MORTGAGE",130000,"debt_consolidation","GA",30.47,"Individual",2,0,0,30,272608
30883,30000,13.56,691.23,"Teacher","5 years","MORTGAGE",37000,"debt_consolidation","KY",25.56,"Joint App",4,2,2,10,211694
59988,12000,8.46,378.59,"Counselor ","6 years","RENT",60000,"credit_card","TX",29.68,"Individual",12,0,1,2,193263
103321,24000,17.97,867.3,"","n/a","MORTGAGE",39228,"debt_consolidation","CO",21.6,"Individual",2,1,2,3,39932
101406,6000,7.84,187.58,"TSO","1 year","MORTGAGE",32600,"credit_card","TN",23.8,"Individual",1,0,1,16,166980
5832,4700,7.84,146.94,"Medical Laboratory Scientist ","4 years","MORTGAGE",155000,"small_business","PA",16.28,"Individual",21,1,3,3,212235
73557,5000,17.97,180.69,"Employee","1 year","RENT",35669,"debt_consolidation","TX",38.19,"Individual",2,1,2,10,115378
97555,20000,16.14,487.86,"Welder/Mechanic","4 years","RENT",72000,"debt_consolidation","WY",25.93,"Individual",8,0,1,36,100682
53392,10000,6.67,307.27,"Assembly line associate","< 1 year","MORTGAGE",30000,"credit_card","MI",15.8,"Joint App",4,0,0,19,109298
29975,40000,13.56,921.64,"Project Manager","3 years","RENT",86000,"debt_consolidation","VA",32.88,"Joint App",15,0,1,15,135438
123606,5000,10.08,161.53,"","n/a","RENT",9000,"debt_consolidation","NJ",10.53,"Joint App",0,0,0,16,11400
95194,8500,7.21,263.28,"Operations Analyst","5 years","RENT",45500,"debt_consolidation","MN",30.76,"Individual",5,1,2,8,80744
105371,15000,20.89,564.28,"Housekeeper","7 years","RENT",42000,"debt_consolidation","DC",33.27,"Individual",3,1,2,14,64107
114338,11000,13.56,373.61,"Maintenance Technician","< 1 year","RENT",35006,"debt_consolidation","CO",24.79,"Individual",8,4,6,18,62086
44504,10000,22.35,278.19,"Sr. Service Engineer - Microsoft","3 years","OWN",107000,"debt_consolidation","AZ",2.52,"Individual",0,0,0,7,7325
8927,4000,6.67,122.91,"stocker overnight","10+ years","MORTGAGE",21000,"major_purchase","OH",11.66,"Individual",1,0,0,2,47000
113629,2000,15.02,69.36,"ELECTRICIAN","10+ years","MORTGAGE",80000,"other","OH",16.86,"Joint App",1,1,2,24,136896
36590,10000,11.06,327.68,"Property Manager","10+ years","RENT",92000,"debt_consolidation","PA",25.54,"Individual",4,4,5,8,108239
82365,8000,8.46,252.4,"CNA","3 years","MORTGAGE",40000,"credit_card","CA",7.26,"Joint App",0,0,0,9,29300
116668,32000,14.47,752.41,"Squadron Superintendent ","10+ years","RENT",88000,"debt_consolidation","IL",15.1,"Individual",2,0,0,14,56990
68504,14800,6.67,454.76,"Director, LNHA","2 years","MORTGAGE",113000,"debt_consolidation","NC",16.67,"Individual",3,2,2,25,261177
28003,15000,6.11,457.08,"Manager","10+ years","RENT",47000,"credit_card","SC",7.28,"Individual",1,0,1,31,83800
42248,20000,15.02,476.01,"Support Specialist","10+ years","MORTGAGE",80000,"debt_consolidation","IL",8.01,"Individual",1,0,1,4,306198
26376,12000,6.11,365.67,"Data Entry Clerk","7 years","OWN",23000,"credit_card","SD",44,"Joint App",1,0,0,20,156114
803,10000,7.21,309.74,"LVN","< 1 year","MORTGAGE",51000,"credit_card","CA",19.44,"Individual",5,0,1,19,57638
21079,8000,6.11,243.78,"Bilingual Customer Service Senior","1 year","MORTGAGE",52500,"credit_card","TX",11.77,"Individual",0,0,0,3,169758
124701,15000,11.55,330.27,"","n/a","OWN",43000,"credit_card","CA",22.36,"Individual",1,0,1,14,42195
104233,13000,7.84,406.42,"Teacher ","< 1 year","OWN",60000,"credit_card","NY",15.5,"Individual",3,0,2,19,92349
43336,35000,13.56,1188.76,"Paraprofessional ","6 years","RENT",30000,"home_improvement","NY",46.04,"Joint App",1,0,1,8,51309
79784,10000,28.72,315.72,"department assistant","10+ years","MORTGAGE",40800,"home_improvement","IL",15.65,"Individual",1,2,2,10,197854
117924,6400,10.56,208.2,"Stationary engineer","2 years","RENT",80000,"moving","IL",4.34,"Individual",1,0,0,4,50703
33234,7200,10.08,232.6,"Sales rep","10+ years","MORTGAGE",110000,"debt_consolidation","PA",10.55,"Individual",2,0,1,12,55310
40814,10000,6.11,304.72,"Certified nurse assistant","6 years","MORTGAGE",80000,"other","CA",4.14,"Individual",0,0,0,3,422724
41203,40000,6.11,1218.88,"CEO","4 years","MORTGAGE",1e+05,"credit_card","OR",9.38,"Joint App",1,0,0,37,271259
24733,8000,11.06,262.14,"Process operator ","2 years","RENT",20000,"credit_card","NY",11.58,"Individual",1,1,1,2,18400
15147,12000,11.55,264.22,"Plumber ","4 years","MORTGAGE",78000,"debt_consolidation","CA",17.57,"Individual",1,1,1,NA,368083
17645,10000,19.92,264.5,"Operator ","10+ years","RENT",62800,"credit_card","CA",33.92,"Individual",3,0,3,4,73996
38183,10000,20.89,376.19,"RN and Teacher","10+ years","RENT",65000,"moving","IL",20.55,"Individual",7,3,6,NA,48990
34609,38000,12.73,1275.44,"Paralegal","8 years","RENT",82000,"debt_consolidation","FL",37.11,"Individual",2,0,1,8,138194
99774,10400,10.47,223.39,"","n/a","MORTGAGE",95000,"home_improvement","NY",10.6,"Individual",2,1,2,5,520132
25081,25000,7.21,774.34,"Senior Analyst","2 years","RENT",91300,"debt_consolidation","NY",7.32,"Individual",12,0,0,7,96300
119782,10000,7.21,309.74,"service mgr","10+ years","OWN",89000,"debt_consolidation","CA",15.47,"Individual",2,2,5,32,78689
3678,9600,11.55,316.8,"","n/a","MORTGAGE",110000,"debt_consolidation","CT",28.98,"Individual",3,2,2,7,436381
41263,14000,7.21,433.63,"Accounting Associate","8 years","MORTGAGE",43000,"debt_consolidation","NY",22.13,"Joint App",2,3,3,2,95616
43796,22000,12.73,497.54,"Sales Manager","10+ years","OWN",50000,"debt_consolidation","MI",19.23,"Individual",1,0,0,16,67500
115712,35000,11.06,1146.85,"","n/a","OWN",70000,"debt_consolidation","NC",23.61,"Joint App",1,0,1,44,269965
125444,14500,6.11,441.85,"CSR","< 1 year","RENT",75000,"credit_card","OR",17.49,"Individual",2,1,1,8,68414
44819,12000,10.08,387.66,"Toolmaker","5 years","MORTGAGE",75000,"home_improvement","CT",7.14,"Joint App",0,0,0,22,241357
63607,11000,11.06,360.44,"Driver","1 year","MORTGAGE",50000,"credit_card","IL",9.17,"Individual",0,0,0,1,181129
3726,9000,6.11,274.25,"electrician","3 years","OWN",91000,"home_improvement","WV",12.09,"Individual",1,1,2,13,100995
65129,1200,24.37,47.32,"Machine operator","10+ years","RENT",48000,"debt_consolidation","CA",31.65,"Individual",2,1,2,29,58911
54281,19000,7.21,588.5,"Health inspector","10+ years","MORTGAGE",54000,"debt_consolidation","SD",29.07,"Joint App",3,1,2,24,363185
44788,21600,18.94,559.61,"auto damage adjuster","10+ years","MORTGAGE",80000,"debt_consolidation","PA",44.94,"Joint App",2,0,0,1,346531
90386,35000,16.14,853.74,"","n/a","MORTGAGE",27318,"home_improvement","MT",30.27,"Joint App",2,1,4,80,1032642
109314,12800,11.55,422.4,"Senior Communications Coordinator","2 years","RENT",71700,"credit_card","NJ",30.64,"Individual",4,0,1,1,171732
76727,5000,20.89,188.1,"Asst Project Manager","1 year","RENT",52416,"debt_consolidation","TX",33.84,"Individual",7,1,2,40,63814
43252,10000,18.94,259.08,"","n/a","MORTGAGE",27027.96,"debt_consolidation","PA",21.89,"Individual",0,0,2,29,183282
61111,8500,11.55,280.5,"Senior Producer ","4 years","MORTGAGE",58000,"debt_consolidation","MI",25.74,"Joint App",4,2,3,35,263402
93157,6000,6.11,182.84,"Technology Support Specialist","10+ years","RENT",65000,"credit_card","IL",7.85,"Individual",0,0,1,13,24100
25674,10000,7.84,202,"Floater","3 years","OWN",42000,"debt_consolidation","PA",14.8,"Individual",1,0,0,8,41271
40483,21000,6.11,639.91,"Counselor","10+ years","RENT",62000,"credit_card","NM",24.4,"Individual",1,1,1,51,74870
73265,1000,24.37,39.43,"Admin Associate ","10+ years","MORTGAGE",75000,"debt_consolidation","MD",13.06,"Individual",4,1,4,11,266159
72690,35000,6.11,1066.52,"Classroom Aide - Special Ed.","1 year","MORTGAGE",31000,"debt_consolidation","NJ",37.46,"Joint App",8,1,1,22,150157
6618,16000,30.17,519.33,"Maint","10+ years","RENT",60000,"house","GA",25.6,"Joint App",3,1,3,4,58654
44826,12000,20.89,323.9,"Cashier","10+ years","MORTGAGE",22000,"debt_consolidation","OH",51.45,"Joint App",1,1,1,9,195574
84385,8500,22.35,326.16,"Teacher","3 years","RENT",57000,"debt_consolidation","NY",24.44,"Individual",7,0,1,119,95200
111325,12000,13.56,276.49,"Owner ","10+ years","RENT",38000,"credit_card","CA",19.3,"Individual",0,0,0,36,33100
126757,40000,6.83,788.85,"engineering","10+ years","OWN",110000,"credit_card","CO",38.32,"Individual",4,1,2,129,473455
37538,2700,16.14,95.12,"Manager","10+ years","OWN",100890,"home_improvement","TX",27.52,"Individual",5,1,5,2,158811
109399,16000,20.89,601.9,"Technology Relationship Manager","10+ years","MORTGAGE",149000,"home_improvement","NC",15.3,"Individual",3,1,3,18,190606
122027,21000,10.08,678.4,"Crane leader","10+ years","RENT",59000,"debt_consolidation","VA",26.4,"Individual",2,1,3,7,84000
114279,12000,13.56,407.58,"Director Reimbursement Operations","10+ years","RENT",120000,"major_purchase","MD",9.64,"Individual",1,1,1,4,46100
46261,28000,16.14,683,"Insurance Services Supervisor","5 years","MORTGAGE",68000,"debt_consolidation","FL",25.22,"Joint App",2,0,1,8,243923
122375,12000,11.06,393.21,"Dealer","3 years","RENT",42000,"debt_consolidation","MS",12.51,"Individual",1,0,1,16,19553
94543,40000,10.08,851.46,"Owner/Agent","10+ years","MORTGAGE",110000,"other","IL",14.6,"Individual",9,1,2,35,513072
6656,4000,7.84,125.06,"CREDIT ADMIN","10+ years","MORTGAGE",38292.8,"other","CO",16.17,"Individual",1,1,2,13,253250
125767,13600,8.08,426.68,"SharePoint Systems Engineer","< 1 year","MORTGAGE",75000,"house","KS",14.59,"Individual",2,2,6,2,367347
28860,2000,10.47,64.98,"","n/a","OWN",22984,"debt_consolidation","MI",29.82,"Individual",1,0,0,49,33654
67619,20000,18.94,732.52,"Senior Director of Grants & Contracts","< 1 year","MORTGAGE",95000,"debt_consolidation","MD",14.59,"Individual",2,0,0,16,144550
51026,24000,18.94,879.02,"Register Nurse ","< 1 year","MORTGAGE",146400,"debt_consolidation","CA",20.01,"Joint App",6,3,4,34,681170
27780,16000,7.21,495.58,"Postdoctoral Fellow ","3 years","RENT",48000,"credit_card","OH",24.98,"Individual",2,0,0,23,53600
11254,24000,17.97,609.06,"Director","< 1 year","MORTGAGE",170000,"home_improvement","PA",22.34,"Joint App",7,3,3,10,407744
85391,8400,10.47,272.91,"Ramp Agent","1 year","RENT",30200,"debt_consolidation","CA",32.03,"Individual",1,1,1,17,51717
7015,15000,11.06,491.51,"","n/a","MORTGAGE",71000,"credit_card","NC",4.82,"Individual",0,0,0,8,289700
116074,5500,11.06,180.22,"Senior Care Coordinator ","4 years","RENT",32000,"credit_card","AK",4.31,"Individual",0,0,0,4,10400
54911,13500,20.89,364.39,"Inside Sales","5 years","MORTGAGE",44000,"debt_consolidation","IL",11.1,"Individual",1,0,0,6,22064
