US,source_a,source_c,source_b,source_d,source_e,source_m,source_o,source_h,source_r,source_s,source_t,source_u,source_p,source_x,source_w,Freq,last_update_days_ago,1st_update_days_ago,Web order,Gender=male,Address_is_res,Spending
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1976,2129,0,0,0,43.07
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,240,2900,0,0,1,587.56
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2481,3654,1,0,0,159.57
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2812,3944,0,0,0,182.9
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2052,2837,0,0,0,200
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2746,3047,1,0,1,181.62
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2962,3244,1,1,0,95.4
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3549,3549,1,1,0,228.82
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3020,3020,1,0,0,128.5
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1592,1683,1,1,1,29.69
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3718,3718,0,0,0,97.74
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1379,1400,0,0,1,63.06
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,148,1113,0,1,1,213.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,206,206,1,0,0,264
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1792,1792,1,0,0,166.5
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2845,2845,0,1,0,119.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2607,2607,1,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,17,17,1,0,0,93.95
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,491,3671,1,1,1,139.07
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3513,3529,1,1,0,219
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1184,3376,0,1,0,43.5
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3636,3648,1,1,0,127.92
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1995,2009,1,0,1,242.96
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2102,2102,1,1,0,171
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1851,1851,1,1,0,29.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3027,3027,1,0,0,95.5
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2957,3382,0,1,0,129.57
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2220,2220,0,1,0,171
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,519,1890,1,0,0,585
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2142,2145,0,0,1,174.06
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,597,597,1,0,0,240
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1168,1168,1,0,0,39.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1374,3229,0,1,0,368.84
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1995,2024,1,0,1,117.06
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3201,3201,1,1,0,129
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2872,3312,1,0,0,121.76
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1795,1795,0,0,0,229.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,581,581,1,0,0,331
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2459,3746,1,1,0,153
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,216,2758,1,1,1,122.62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2831,2887,1,1,0,170.07
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2417,2417,1,1,0,129.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3944,3944,1,1,0,127.9
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1646,1717,1,0,1,129.56
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2564,2564,0,0,0,129.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3374,3374,1,0,1,128.02
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1134,3125,1,0,0,405.75
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1680,1680,1,1,0,116.38
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,465,2897,0,1,0,132.57
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3642,3642,0,0,0,128.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,260,1038,0,0,1,135.06
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3914,4005,0,0,1,581.26
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3521,3521,0,0,0,53.07
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1850,1899,0,0,0,34.55
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2257,2257,1,0,0,91.27
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2199,2257,1,1,0,80.5
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2445,2445,1,0,1,34.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2481,2481,1,1,0,152.5
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,216,2051,1,1,1,150.08
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3199,3199,1,0,0,158.82
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2781,2781,1,0,0,129.5
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2326,2333,1,1,0,160.57
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2962,3131,0,0,0,135.8
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,162,188,1,1,0,1162
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,520,3944,1,0,0,1194.57
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1491,1491,0,0,0,56.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,717,717,1,0,0,29.5
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3740,3760,0,0,0,98.1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2957,3171,0,1,0,128.67
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3213,3222,1,0,1,33.62
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1554,1554,0,0,0,276.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4065,4065,1,1,0,127.98
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,850,868,1,1,0,210.4
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,15,3283,0,1,0,142
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,120,120,0,1,0,149
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,582,829,0,1,0,69
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2704,2905,1,1,0,8
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1128,3430,1,1,1,236.09
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3944,4096,0,1,1,362.2
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3381,3381,1,0,0,98.28
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3158,3158,0,0,0,33.5
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2759,2759,0,1,0,34.5
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,792,3689,0,1,0,331.07
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3327,3327,1,1,1,98.29
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3157,3180,1,1,0,161.57
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,490,2017,1,0,0,276
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2012,2053,1,1,1,159.56
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2487,2487,1,0,0,162.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3342,3342,0,1,0,98.29
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2829,3381,0,1,0,163.07
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1017,1017,0,0,0,196.95
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,581,581,0,1,1,203
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2807,3683,1,0,1,239.36
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3041,3041,1,0,0,29.95
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2723,2752,0,0,0,160.57
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2402,2402,0,1,0,84.5
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,709,709,1,0,0,159.9
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1673,1673,1,0,0,128.63
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2379,2379,0,1,0,206.9
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1248,1970,0,0,1,201.63
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3883,3883,1,0,0,97.31
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1809,1925,1,1,1,57.56
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,549,2306,1,1,1,484.01
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2941,2968,0,0,0,285
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,609,609,0,1,0,162.3
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2158,2249,1,1,0,63.57
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1052,1052,0,1,0,170
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2466,3283,1,0,0,187.68
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1563,1793,0,0,0,160
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,465,2438,1,0,1,259.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3496,3496,0,1,0,40
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1128,2996,0,1,0,620
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3382,3382,1,1,0,132.32
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,582,582,1,1,0,89
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2313,2313,0,1,0,139.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4036,4036,0,0,0,64.95
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,770,770,0,1,0,43
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1120,2039,1,0,0,193
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1498,1512,1,0,1,344.06
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2634,2634,0,1,0,116
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1120,3244,0,1,0,123.57
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2452,2478,1,1,0,99.5
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1436,1499,1,0,1,192.06
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1625,1661,0,0,0,169
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3054,3067,0,1,1,98.74
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1130,3664,0,0,0,274.06
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3583,3768,0,0,0,100.07
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3695,3695,0,1,0,128.91
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,567,3883,1,0,1,409.92
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2947,2947,0,1,0,229.5
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4157,4188,1,0,0,33
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3436,3458,0,0,0,98.28
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3570,3613,1,0,0,97.6
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3670,3670,1,1,0,19.07
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1442,1583,0,0,1,79.06
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1605,1605,1,1,0,84.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1164,3822,1,1,0,349.35
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1991,2004,0,0,0,102.5
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3264,3264,0,1,0,38.52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,822,1091,1,0,0,70.95
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1752,1752,0,1,0,53.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,479,2908,1,1,0,203.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2564,3390,0,1,0,72.57
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1710,1752,0,0,1,166.56
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2828,2828,0,1,0,129.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1043,2733,0,1,0,335
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2080,2101,1,1,0,129.56
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2656,2849,0,1,0,84.57
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1154,1154,1,1,1,43.5
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3374,3549,0,1,1,163.36
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,539,2544,1,1,0,131
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2333,2333,0,1,0,160.5
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2626,2626,1,1,0,24.5
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2375,2375,1,1,0,144.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2887,3125,0,1,1,159
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2590,2590,1,1,0,162.5
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,905,905,0,1,0,80.5
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2571,2702,0,0,0,174.07
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2417,2417,1,1,0,270.4
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3158,3158,0,1,0,33.62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,155,155,0,1,0,164
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,807,2758,1,0,0,113.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3251,3251,1,1,0,15
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3269,3269,0,1,0,31.48
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,218,2278,1,0,0,580.5
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,918,3479,0,1,0,1441
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1240,2758,0,1,0,231.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4005,4127,0,1,0,140.9
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1618,1654,1,0,1,39.56
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3573,4036,0,0,0,439.66
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1277,1277,1,0,0,163.5
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3944,3944,1,1,0,49
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,801,1865,1,1,0,253.07
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1759,1879,1,1,1,129.56
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2999,2999,1,1,0,159.5
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1794,3101,1,1,0,525
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2975,2984,0,0,0,159.57
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,610,2402,0,0,1,316.56
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1752,3013,0,1,0,159.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3822,3822,1,0,0,64.95
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3536,3541,0,1,0,127.77
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1121,2016,1,1,0,247.25
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3852,3852,1,1,0,127.9
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2018,2047,0,1,0,160.57
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1240,2404,1,1,0,53.57
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2438,3768,1,0,1,227.24
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2117,2117,0,1,0,160.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2009,2059,0,1,0,229.55
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2418,2436,0,0,0,262.57
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1780,1792,1,0,1,129.56
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2893,3251,0,1,0,159.57
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,332,2052,1,1,0,409.62
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1465,2138,0,0,0,228.43
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,822,3019,0,0,0,420.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,216,651,1,0,0,43
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2544,2544,1,0,0,129.5
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2912,2913,1,1,0,95.76
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2508,2508,0,0,0,9
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1030,3269,1,0,0,819.07
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3578,3746,1,0,1,130
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,891,891,1,1,0,163
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2962,3250,0,0,0,68
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3171,3171,0,1,0,259.69
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2527,3758,0,0,0,9.61
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3822,3822,0,1,0,127.9
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1794,2648,1,1,0,107.07
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,281,4005,1,0,0,1443
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2814,2921,0,0,0,162.1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2107,2107,1,0,0,129.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1218,1218,1,1,0,43.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,400,2998,1,1,0,522
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2842,3883,1,0,0,1393
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,486,1849,0,1,1,265.56
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1190,1190,0,1,0,205
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1011,2492,0,1,1,470.51
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2053,2053,0,0,0,345
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2530,2625,0,0,0,135.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4096,4096,0,0,1,97.48
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1638,1638,1,1,0,29.5
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2962,3230,1,0,0,162.17
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4096,4096,1,0,0,128
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1288,1288,1,0,1,29.5
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1502,3066,0,0,1,347.06
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2072,2100,0,1,0,104.55
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,91,1472,1,0,0,1370
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2533,2533,1,1,0,9
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2284,3822,1,0,0,270.85
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2799,2848,1,0,0,103.57
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,744,4065,0,1,1,128.06
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216,216,1,0,0,7.87
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1556,1556,1,1,0,46
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2404,2404,0,0,0,113.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,659,659,1,1,0,58
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,871,3746,0,1,0,495.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1137,1323,0,1,0,292
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3222,3222,0,0,0,33
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,220,2892,0,0,0,1227
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,701,2022,1,1,0,290.45
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3791,3791,0,1,1,97.86
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,427,427,0,1,0,55.95
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,715,3914,1,1,1,129.01
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3521,3669,1,1,0,331.06
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3229,3229,1,1,0,278.95
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2648,2648,0,0,0,46
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,868,868,1,0,0,43
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,442,2040,1,0,0,350.05
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1130,3459,1,0,1,559.11
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2828,2828,1,1,0,99.5
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2200,2256,0,1,1,160.57
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1242,2107,0,0,1,164.99
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,469,2499,0,0,0,338
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,2016,0,1,0,53.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1379,1438,0,1,0,142.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,791,791,1,1,0,68
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1710,1743,0,1,1,310.56
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1879,2725,0,1,1,164.06
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2438,2478,1,1,0,103.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1836,1836,1,1,0,129.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,549,701,0,0,0,215
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2052,2457,1,0,0,354.57
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3706,3706,0,1,0,228.07
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3360,3360,1,0,0,128
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2240,3536,0,1,1,189.44
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1052,1052,1,1,0,39.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1122,2681,0,0,1,425.06
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,534,2400,0,0,0,361
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,109
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,492,1373,0,1,0,43
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,472,2102,1,1,0,228.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2464,3944,1,1,0,86.48
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2977,2977,1,1,0,159.5
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,469,792,1,1,0,377
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3566,3566,1,1,0,228.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2389,2529,0,1,0,384.65
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2249,2249,1,1,0,146
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4096,4096,1,1,0,228.69
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3067,3067,0,0,0,228.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,513,513,1,1,0,119
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,442,1134,0,0,0,137.7
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,471,2348,0,1,1,622.56
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1340,3045,1,0,0,262.07
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,912,912,0,0,0,551
