"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
32,"technician","married","unknown","no",196,"yes","no","unknown",20,"may",196,6,-1,0,"unknown","no"
27,"blue-collar","single","unknown","no",89,"yes","no","unknown",20,"may",139,5,-1,0,"unknown","no"
31,"admin.","divorced","secondary","no",1352,"yes","no","unknown",20,"may",6,2,-1,0,"unknown","no"
43,"retired","married","secondary","no",520,"yes","no","unknown",20,"may",15,13,-1,0,"unknown","no"
27,"admin.","single","secondary","no",-215,"yes","no","unknown",20,"may",89,3,-1,0,"unknown","no"
30,"blue-collar","married","secondary","no",5143,"yes","yes","unknown",20,"may",236,2,-1,0,"unknown","no"
52,"services","married","secondary","no",0,"yes","no","unknown",20,"may",363,5,-1,0,"unknown","no"
33,"unemployed","divorced","secondary","no",1005,"yes","no","unknown",20,"may",229,2,-1,0,"unknown","no"
39,"blue-collar","divorced","secondary","no",226,"yes","no","unknown",20,"may",221,2,-1,0,"unknown","no"
38,"blue-collar","married","secondary","no",526,"yes","no","unknown",20,"may",919,2,-1,0,"unknown","no"
23,"student","single","secondary","no",-116,"yes","no","unknown",20,"may",109,6,-1,0,"unknown","no"
32,"blue-collar","married","secondary","no",3514,"yes","no","unknown",20,"may",226,2,-1,0,"unknown","no"
49,"management","married","secondary","no",543,"yes","no","unknown",20,"may",213,3,-1,0,"unknown","no"
57,"services","divorced","secondary","no",739,"yes","no","unknown",20,"may",352,5,-1,0,"unknown","no"
30,"blue-collar","married","secondary","no",1445,"yes","no","unknown",20,"may",140,1,-1,0,"unknown","no"
34,"blue-collar","married","secondary","no",120,"yes","no","unknown",21,"may",369,1,-1,0,"unknown","no"
35,"blue-collar","married","primary","no",2730,"yes","no","unknown",21,"may",65,1,-1,0,"unknown","no"
38,"blue-collar","married","secondary","no",1663,"yes","no","unknown",21,"may",93,1,-1,0,"unknown","no"
39,"blue-collar","married","primary","no",1966,"yes","no","unknown",21,"may",181,1,-1,0,"unknown","no"
54,"retired","divorced","tertiary","no",6102,"yes","yes","unknown",21,"may",86,6,-1,0,"unknown","no"
38,"technician","married","secondary","no",821,"yes","yes","unknown",21,"may",78,1,-1,0,"unknown","no"
34,"blue-collar","single","secondary","no",558,"yes","no","unknown",21,"may",43,1,-1,0,"unknown","no"
37,"admin.","single","tertiary","no",-898,"yes","no","unknown",21,"may",482,1,-1,0,"unknown","no"
38,"management","single","tertiary","no",1746,"yes","no","unknown",21,"may",139,1,-1,0,"unknown","no"
41,"management","married","tertiary","no",666,"yes","no","unknown",21,"may",253,3,-1,0,"unknown","no"
39,"technician","married","secondary","no",597,"yes","no","unknown",21,"may",298,2,-1,0,"unknown","no"
33,"blue-collar","single","secondary","no",17,"yes","no","unknown",21,"may",288,1,-1,0,"unknown","no"
28,"entrepreneur","single","tertiary","no",135,"yes","no","unknown",21,"may",195,1,-1,0,"unknown","no"
36,"services","married","secondary","no",5024,"no","no","unknown",21,"may",139,1,-1,0,"unknown","no"
34,"technician","single","secondary","no",1161,"yes","no","unknown",21,"may",192,1,-1,0,"unknown","no"
31,"blue-collar","single","secondary","no",6982,"yes","no","unknown",21,"may",353,1,-1,0,"unknown","no"
37,"technician","divorced","secondary","no",1176,"no","yes","unknown",21,"may",282,2,-1,0,"unknown","no"
37,"admin.","married","unknown","no",734,"yes","no","unknown",21,"may",1106,1,-1,0,"unknown","no"
48,"self-employed","married","secondary","no",4746,"yes","no","unknown",21,"may",32,11,-1,0,"unknown","no"
26,"blue-collar","married","primary","no",0,"yes","no","unknown",21,"may",425,1,-1,0,"unknown","no"
32,"technician","married","unknown","no",102,"yes","no","unknown",21,"may",12,11,-1,0,"unknown","no"
30,"technician","married","tertiary","no",1126,"yes","no","unknown",21,"may",370,1,-1,0,"unknown","no"
33,"blue-collar","single","primary","no",599,"yes","no","unknown",21,"may",29,1,-1,0,"unknown","no"
36,"blue-collar","divorced","primary","no",3202,"yes","no","unknown",21,"may",290,2,-1,0,"unknown","no"
31,"admin.","single","secondary","no",626,"yes","no","unknown",21,"may",211,1,-1,0,"unknown","no"
31,"technician","divorced","tertiary","no",2287,"yes","no","unknown",21,"may",97,1,-1,0,"unknown","no"
33,"blue-collar","married","primary","no",141,"yes","no","unknown",21,"may",578,2,-1,0,"unknown","no"
35,"technician","married","secondary","no",569,"yes","no","unknown",21,"may",487,5,-1,0,"unknown","no"
32,"technician","single","secondary","no",287,"yes","no","unknown",21,"may",59,8,-1,0,"unknown","no"
57,"retired","married","secondary","no",1408,"no","no","unknown",21,"may",202,6,-1,0,"unknown","no"
37,"services","married","secondary","no",405,"yes","no","unknown",21,"may",51,2,-1,0,"unknown","no"
54,"management","divorced","tertiary","no",487,"yes","no","unknown",21,"may",828,4,-1,0,"unknown","yes"
37,"blue-collar","single","secondary","no",13156,"yes","no","unknown",21,"may",240,1,-1,0,"unknown","no"
41,"management","single","tertiary","no",1216,"yes","no","unknown",21,"may",53,3,-1,0,"unknown","no"
52,"blue-collar","married","secondary","no",289,"yes","no","unknown",21,"may",45,13,-1,0,"unknown","no"
34,"blue-collar","married","primary","no",218,"yes","yes","unknown",21,"may",260,1,-1,0,"unknown","no"
28,"admin.","married","secondary","no",170,"yes","yes","unknown",21,"may",492,1,-1,0,"unknown","no"
21,"student","single","secondary","no",232,"yes","no","unknown",21,"may",110,2,-1,0,"unknown","no"
36,"management","single","tertiary","no",247,"no","no","unknown",21,"may",354,5,-1,0,"unknown","no"
29,"admin.","single","secondary","no",5711,"yes","yes","unknown",21,"may",899,1,-1,0,"unknown","no"
32,"blue-collar","married","secondary","no",-325,"yes","yes","unknown",21,"may",171,1,-1,0,"unknown","no"
28,"blue-collar","single","primary","no",722,"yes","no","unknown",21,"may",150,1,-1,0,"unknown","no"
34,"management","single","tertiary","no",1717,"yes","no","unknown",21,"may",269,2,-1,0,"unknown","no"
32,"services","divorced","secondary","no",1156,"yes","no","unknown",21,"may",488,1,-1,0,"unknown","no"
28,"unemployed","married","tertiary","no",264,"yes","no","unknown",21,"may",443,2,-1,0,"unknown","no"
35,"management","married","tertiary","no",1631,"yes","no","unknown",21,"may",83,2,-1,0,"unknown","no"
34,"entrepreneur","single","secondary","no",0,"yes","yes","unknown",21,"may",394,2,-1,0,"unknown","no"
35,"blue-collar","married","primary","no",3468,"yes","no","unknown",21,"may",72,3,-1,0,"unknown","no"
40,"blue-collar","married","primary","no",558,"yes","yes","unknown",21,"may",56,3,-1,0,"unknown","no"
32,"management","single","tertiary","no",1373,"yes","no","unknown",21,"may",474,2,-1,0,"unknown","no"
35,"technician","married","secondary","no",432,"yes","no","unknown",21,"may",1094,55,-1,0,"unknown","no"
26,"services","single","secondary","no",186,"yes","no","unknown",21,"may",72,3,-1,0,"unknown","no"
33,"blue-collar","single","primary","no",1390,"yes","no","unknown",21,"may",192,1,-1,0,"unknown","no"
27,"admin.","single","secondary","no",392,"yes","yes","unknown",21,"may",292,2,-1,0,"unknown","no"
28,"services","single","secondary","no",-427,"yes","yes","unknown",21,"may",965,2,-1,0,"unknown","no"
33,"technician","single","tertiary","no",8874,"no","yes","unknown",21,"may",152,3,-1,0,"unknown","no"
32,"technician","married","secondary","no",4174,"yes","no","unknown",21,"may",314,2,-1,0,"unknown","no"
34,"blue-collar","married","secondary","no",360,"yes","no","unknown",21,"may",66,2,-1,0,"unknown","no"
32,"services","married","secondary","no",255,"yes","yes","unknown",21,"may",86,2,-1,0,"unknown","no"
32,"blue-collar","married","secondary","no",43,"yes","no","unknown",21,"may",173,2,-1,0,"unknown","no"
31,"services","single","secondary","no",629,"yes","no","unknown",21,"may",369,2,-1,0,"unknown","no"
33,"technician","divorced","secondary","no",4369,"yes","no","unknown",21,"may",433,3,-1,0,"unknown","no"
30,"blue-collar","single","secondary","no",144,"yes","no","unknown",21,"may",202,3,-1,0,"unknown","no"
30,"blue-collar","married","primary","no",1023,"yes","no","unknown",21,"may",168,3,-1,0,"unknown","no"
37,"management","married","tertiary","no",1813,"yes","no","unknown",21,"may",291,4,-1,0,"unknown","no"
33,"management","married","secondary","no",3132,"yes","no","unknown",23,"may",350,5,-1,0,"unknown","no"
38,"self-employed","single","tertiary","no",917,"yes","no","unknown",23,"may",260,1,-1,0,"unknown","no"
31,"self-employed","single","tertiary","no",91,"no","no","unknown",23,"may",206,1,-1,0,"unknown","no"
31,"blue-collar","married","secondary","no",360,"yes","no","unknown",23,"may",395,1,-1,0,"unknown","no"
31,"blue-collar","married","primary","no",206,"yes","no","unknown",23,"may",1171,1,-1,0,"unknown","no"
33,"blue-collar","married","secondary","no",6227,"yes","no","unknown",23,"may",76,2,-1,0,"unknown","no"
35,"services","divorced","secondary","no",394,"yes","no","unknown",23,"may",154,1,-1,0,"unknown","no"
32,"management","single","tertiary","no",3050,"yes","no","unknown",23,"may",298,1,-1,0,"unknown","no"
33,"technician","divorced","tertiary","no",-386,"yes","no","unknown",23,"may",530,1,-1,0,"unknown","no"
39,"management","married","secondary","no",1410,"yes","no","unknown",23,"may",55,1,-1,0,"unknown","no"
36,"admin.","married","secondary","no",-118,"yes","yes","unknown",23,"may",263,2,-1,0,"unknown","no"
37,"management","single","tertiary","no",1379,"yes","no","unknown",23,"may",319,3,-1,0,"unknown","no"
41,"retired","married","secondary","no",287,"no","no","unknown",23,"may",236,2,-1,0,"unknown","no"
34,"blue-collar","married","secondary","no",2495,"yes","no","unknown",23,"may",924,1,-1,0,"unknown","yes"
32,"technician","married","secondary","no",0,"yes","no","unknown",23,"may",134,2,-1,0,"unknown","no"
36,"blue-collar","married","secondary","no",520,"yes","no","unknown",23,"may",110,2,-1,0,"unknown","no"
40,"services","divorced","secondary","no",5745,"yes","yes","unknown",23,"may",37,1,-1,0,"unknown","no"
33,"blue-collar","married","secondary","no",524,"yes","no","unknown",23,"may",156,2,-1,0,"unknown","no"
56,"blue-collar","married","primary","no",246,"yes","no","unknown",23,"may",438,1,-1,0,"unknown","no"
28,"blue-collar","single","secondary","no",38,"yes","no","unknown",23,"may",31,1,-1,0,"unknown","no"
27,"blue-collar","single","secondary","no",672,"yes","no","unknown",23,"may",164,1,-1,0,"unknown","no"
36,"admin.","married","secondary","no",1601,"yes","no","unknown",23,"may",163,3,-1,0,"unknown","no"
32,"technician","single","tertiary","no",539,"yes","yes","unknown",23,"may",281,2,-1,0,"unknown","no"
29,"admin.","single","secondary","no",468,"yes","yes","unknown",23,"may",353,1,-1,0,"unknown","no"
38,"technician","single","secondary","no",-591,"yes","no","unknown",23,"may",71,1,-1,0,"unknown","no"
31,"blue-collar","single","secondary","no",-78,"yes","yes","unknown",23,"may",198,2,-1,0,"unknown","no"
31,"services","single","secondary","no",6374,"yes","no","unknown",23,"may",922,2,-1,0,"unknown","no"
24,"blue-collar","single","secondary","no",-286,"yes","no","unknown",23,"may",327,2,-1,0,"unknown","no"
34,"blue-collar","married","primary","no",157,"yes","no","unknown",23,"may",20,17,-1,0,"unknown","no"
36,"blue-collar","single","primary","no",4519,"yes","no","unknown",23,"may",117,2,-1,0,"unknown","no"
33,"blue-collar","divorced","secondary","no",3546,"yes","no","unknown",23,"may",777,2,-1,0,"unknown","yes"
33,"management","single","tertiary","no",2599,"yes","no","unknown",23,"may",328,3,-1,0,"unknown","no"
39,"technician","married","secondary","no",3643,"yes","no","unknown",23,"may",160,3,-1,0,"unknown","no"
35,"technician","married","secondary","no",0,"yes","yes","unknown",23,"may",107,2,-1,0,"unknown","no"
40,"blue-collar","married","primary","no",278,"yes","no","unknown",23,"may",1015,3,-1,0,"unknown","yes"
28,"blue-collar","single","secondary","no",-303,"yes","no","unknown",23,"may",277,2,-1,0,"unknown","no"
38,"admin.","married","secondary","no",1839,"no","no","unknown",23,"may",63,2,-1,0,"unknown","no"
32,"admin.","single","secondary","no",1581,"no","no","unknown",23,"may",331,3,-1,0,"unknown","no"
32,"blue-collar","married","secondary","no",38,"yes","no","unknown",23,"may",368,5,-1,0,"unknown","no"
37,"blue-collar","married","primary","no",5,"yes","no","unknown",23,"may",266,2,-1,0,"unknown","no"
32,"blue-collar","married","primary","no",1903,"yes","no","unknown",23,"may",297,3,-1,0,"unknown","no"
50,"entrepreneur","married","tertiary","no",1605,"yes","no","unknown",23,"may",22,2,-1,0,"unknown","no"
46,"blue-collar","married","secondary","no",4707,"yes","no","unknown",23,"may",93,8,-1,0,"unknown","no"
26,"technician","single","secondary","yes",-516,"yes","no","unknown",23,"may",386,2,-1,0,"unknown","no"
33,"management","divorced","tertiary","no",471,"no","no","unknown",23,"may",215,4,-1,0,"unknown","no"
36,"admin.","married","secondary","no",165,"yes","no","unknown",23,"may",456,4,-1,0,"unknown","no"
52,"blue-collar","married","secondary","no",3622,"yes","yes","unknown",23,"may",40,7,-1,0,"unknown","no"
34,"student","married","tertiary","no",387,"yes","no","unknown",26,"may",52,3,-1,0,"unknown","no"
32,"admin.","married","secondary","no",41,"yes","yes","unknown",26,"may",117,2,-1,0,"unknown","no"
43,"entrepreneur","single","tertiary","no",0,"yes","no","unknown",26,"may",142,3,-1,0,"unknown","no"
36,"technician","married","secondary","no",-8,"yes","no","unknown",26,"may",180,2,-1,0,"unknown","no"
51,"blue-collar","divorced","primary","no",-380,"yes","no","unknown",26,"may",181,1,-1,0,"unknown","no"
44,"technician","divorced","secondary","no",106,"yes","no","unknown",26,"may",95,1,-1,0,"unknown","no"
32,"services","married","secondary","no",241,"yes","no","unknown",26,"may",266,1,-1,0,"unknown","no"
35,"blue-collar","divorced","primary","no",-587,"yes","no","unknown",26,"may",111,1,-1,0,"unknown","no"
48,"management","single","tertiary","no",145,"yes","no","unknown",26,"may",14,38,-1,0,"unknown","no"
37,"admin.","married","secondary","no",-255,"yes","no","unknown",26,"may",96,2,-1,0,"unknown","no"
49,"admin.","married","primary","no",305,"yes","yes","unknown",26,"may",232,1,-1,0,"unknown","no"
45,"technician","single","tertiary","no",591,"yes","no","unknown",26,"may",164,1,-1,0,"unknown","no"
42,"blue-collar","single","primary","no",-68,"yes","yes","unknown",26,"may",167,1,-1,0,"unknown","no"
29,"technician","single","secondary","no",1395,"yes","no","unknown",26,"may",61,1,-1,0,"unknown","no"
39,"unemployed","single","tertiary","no",97,"yes","yes","unknown",26,"may",379,1,-1,0,"unknown","no"
38,"services","single","secondary","no",322,"yes","no","unknown",26,"may",61,1,-1,0,"unknown","no"
33,"management","single","secondary","no",-424,"yes","no","unknown",26,"may",863,1,-1,0,"unknown","no"
58,"technician","divorced","secondary","no",0,"yes","no","unknown",26,"may",273,2,-1,0,"unknown","no"
39,"blue-collar","married","primary","no",519,"yes","yes","unknown",26,"may",117,1,-1,0,"unknown","no"
34,"admin.","single","secondary","no",66,"yes","no","unknown",26,"may",237,1,-1,0,"unknown","no"
30,"technician","married","secondary","no",764,"no","no","unknown",26,"may",150,2,-1,0,"unknown","no"
54,"management","married","tertiary","no",-305,"yes","no","unknown",26,"may",280,3,-1,0,"unknown","no"
29,"technician","single","tertiary","no",354,"yes","no","unknown",26,"may",255,1,-1,0,"unknown","no"
39,"management","married","tertiary","no",-1026,"yes","no","unknown",26,"may",200,2,-1,0,"unknown","no"
37,"blue-collar","divorced","secondary","no",316,"yes","no","unknown",26,"may",642,2,-1,0,"unknown","yes"
41,"technician","married","secondary","no",457,"yes","yes","unknown",26,"may",181,2,-1,0,"unknown","no"
32,"technician","single","secondary","no",0,"yes","yes","unknown",26,"may",916,2,-1,0,"unknown","no"
24,"blue-collar","married","secondary","no",984,"yes","no","unknown",26,"may",89,3,-1,0,"unknown","no"
31,"technician","married","secondary","no",-576,"yes","no","unknown",26,"may",93,2,-1,0,"unknown","no"
42,"blue-collar","married","unknown","no",0,"no","no","unknown",26,"may",270,2,-1,0,"unknown","no"
38,"technician","married","secondary","no",6,"yes","no","unknown",26,"may",113,4,-1,0,"unknown","no"
35,"technician","divorced","secondary","no",-94,"yes","no","unknown",26,"may",114,2,-1,0,"unknown","no"
39,"blue-collar","married","primary","no",879,"yes","no","unknown",26,"may",102,2,-1,0,"unknown","no"
45,"blue-collar","married","secondary","no",0,"yes","no","unknown",26,"may",112,2,-1,0,"unknown","no"
59,"management","married","primary","no",252,"yes","yes","unknown",26,"may",103,2,-1,0,"unknown","no"
29,"technician","single","secondary","no",1612,"yes","no","unknown",26,"may",375,2,-1,0,"unknown","no"
32,"unemployed","married","primary","no",9894,"yes","no","unknown",26,"may",118,4,-1,0,"unknown","no"
49,"technician","married","secondary","no",-215,"yes","no","unknown",26,"may",155,2,-1,0,"unknown","no"
39,"management","single","tertiary","no",26,"yes","yes","unknown",26,"may",304,4,-1,0,"unknown","no"
33,"technician","single","secondary","no",440,"yes","no","unknown",26,"may",250,2,-1,0,"unknown","no"
53,"management","married","primary","no",-421,"yes","no","unknown",26,"may",543,4,-1,0,"unknown","no"
26,"services","single","secondary","no",901,"yes","no","unknown",26,"may",764,2,-1,0,"unknown","yes"
32,"technician","married","tertiary","no",1037,"yes","no","unknown",26,"may",125,3,-1,0,"unknown","no"
45,"blue-collar","married","secondary","no",-376,"yes","no","unknown",26,"may",162,4,-1,0,"unknown","no"
34,"blue-collar","married","primary","no",60,"yes","no","unknown",26,"may",23,10,-1,0,"unknown","no"
31,"blue-collar","single","secondary","no",823,"no","no","unknown",26,"may",174,3,-1,0,"unknown","no"
39,"blue-collar","married","secondary","no",474,"yes","yes","unknown",26,"may",219,4,-1,0,"unknown","no"
33,"blue-collar","married","secondary","no",61,"yes","no","unknown",26,"may",129,3,-1,0,"unknown","no"
55,"blue-collar","single","primary","no",39,"yes","no","unknown",26,"may",128,5,-1,0,"unknown","no"
28,"student","single","secondary","no",4716,"yes","no","unknown",26,"may",329,2,-1,0,"unknown","no"
37,"blue-collar","single","secondary","no",3344,"yes","no","unknown",26,"may",85,5,-1,0,"unknown","no"
34,"blue-collar","married","secondary","no",247,"yes","yes","unknown",26,"may",193,5,-1,0,"unknown","no"
36,"blue-collar","married","secondary","no",-185,"yes","no","unknown",27,"may",163,2,-1,0,"unknown","no"
42,"admin.","married","secondary","no",208,"yes","no","unknown",27,"may",75,2,-1,0,"unknown","no"
60,"entrepreneur","divorced","secondary","no",1307,"yes","no","unknown",27,"may",328,11,-1,0,"unknown","no"
43,"services","married","secondary","no",0,"yes","no","unknown",27,"may",129,1,-1,0,"unknown","no"
36,"admin.","married","secondary","no",0,"yes","no","unknown",27,"may",578,2,-1,0,"unknown","no"
32,"services","married","secondary","no",-124,"no","no","unknown",27,"may",116,1,-1,0,"unknown","no"
37,"technician","married","secondary","no",-21,"yes","no","unknown",27,"may",229,2,-1,0,"unknown","no"
39,"housemaid","married","primary","no",-44,"yes","no","unknown",27,"may",228,1,-1,0,"unknown","no"
31,"technician","married","secondary","no",169,"yes","no","unknown",27,"may",143,1,-1,0,"unknown","no"
43,"admin.","married","secondary","no",372,"yes","no","unknown",27,"may",162,1,-1,0,"unknown","no"
39,"services","single","secondary","no",326,"yes","no","unknown",27,"may",115,1,-1,0,"unknown","no"
37,"unknown","single","secondary","no",57,"yes","no","unknown",27,"may",142,1,-1,0,"unknown","no"
29,"technician","single","secondary","no",115,"no","no","unknown",27,"may",340,1,-1,0,"unknown","no"
40,"blue-collar","married","primary","no",-335,"yes","no","unknown",27,"may",260,1,-1,0,"unknown","no"
25,"blue-collar","single","secondary","no",-187,"yes","yes","unknown",27,"may",275,4,-1,0,"unknown","no"
48,"blue-collar","married","secondary","no",154,"yes","no","unknown",27,"may",70,3,-1,0,"unknown","no"
50,"management","married","secondary","no",-44,"yes","no","unknown",27,"may",45,1,-1,0,"unknown","no"
29,"services","single","tertiary","no",2564,"yes","no","unknown",27,"may",306,2,-1,0,"unknown","no"
58,"retired","married","primary","no",90,"yes","no","unknown",27,"may",144,1,-1,0,"unknown","no"
40,"technician","married","secondary","no",56,"yes","yes","unknown",27,"may",223,1,-1,0,"unknown","no"
57,"housemaid","married","primary","no",411,"yes","no","unknown",27,"may",104,3,-1,0,"unknown","no"
52,"services","married","primary","no",-585,"yes","yes","unknown",27,"may",201,2,-1,0,"unknown","no"
27,"blue-collar","single","secondary","yes",87,"yes","no","unknown",27,"may",43,1,-1,0,"unknown","no"
25,"blue-collar","single","secondary","no",2354,"no","yes","unknown",27,"may",98,1,-1,0,"unknown","no"
34,"admin.","single","secondary","no",88,"yes","no","unknown",27,"may",169,2,-1,0,"unknown","no"
42,"admin.","married","primary","no",1547,"yes","yes","unknown",27,"may",272,3,-1,0,"unknown","no"
31,"management","married","tertiary","no",1230,"yes","no","unknown",27,"may",290,4,-1,0,"unknown","no"
26,"blue-collar","single","secondary","no",592,"yes","yes","unknown",27,"may",174,1,-1,0,"unknown","no"
42,"blue-collar","married","secondary","no",3052,"yes","no","unknown",27,"may",32,1,-1,0,"unknown","no"
30,"unemployed","married","secondary","no",-98,"yes","no","unknown",27,"may",173,1,-1,0,"unknown","no"
30,"entrepreneur","married","secondary","no",1539,"yes","yes","unknown",27,"may",166,9,-1,0,"unknown","no"
32,"management","married","tertiary","no",124,"no","no","unknown",27,"may",193,1,-1,0,"unknown","no"
52,"technician","married","secondary","no",2001,"yes","no","unknown",27,"may",95,4,-1,0,"unknown","no"
38,"management","single","tertiary","no",16957,"yes","no","unknown",27,"may",142,2,-1,0,"unknown","no"
34,"blue-collar","married","secondary","no",763,"yes","no","unknown",27,"may",99,1,-1,0,"unknown","no"
33,"technician","married","secondary","no",-616,"yes","yes","unknown",27,"may",320,1,-1,0,"unknown","no"
28,"technician","married","secondary","no",839,"yes","no","unknown",27,"may",240,2,-1,0,"unknown","no"
32,"admin.","single","secondary","no",223,"yes","yes","unknown",27,"may",236,4,-1,0,"unknown","no"
45,"entrepreneur","married","primary","no",-100,"yes","no","unknown",27,"may",240,6,-1,0,"unknown","no"
32,"services","single","secondary","no",38,"yes","no","unknown",27,"may",66,1,-1,0,"unknown","no"
37,"blue-collar","single","tertiary","no",1222,"no","no","unknown",27,"may",212,2,-1,0,"unknown","no"
28,"blue-collar","married","secondary","no",0,"yes","no","unknown",27,"may",548,1,-1,0,"unknown","no"
26,"technician","single","secondary","no",218,"yes","no","unknown",27,"may",436,1,-1,0,"unknown","no"
39,"technician","married","secondary","no",768,"yes","yes","unknown",27,"may",171,4,-1,0,"unknown","no"
27,"admin.","married","secondary","no",186,"yes","no","unknown",27,"may",136,2,-1,0,"unknown","no"
27,"blue-collar","married","secondary","no",411,"yes","yes","unknown",27,"may",123,1,-1,0,"unknown","no"
41,"technician","married","secondary","no",-274,"yes","no","unknown",27,"may",182,3,-1,0,"unknown","no"
25,"blue-collar","single","secondary","no",26,"yes","no","unknown",27,"may",66,2,-1,0,"unknown","no"
30,"blue-collar","married","secondary","no",-202,"no","no","unknown",27,"may",166,2,-1,0,"unknown","no"
36,"services","single","secondary","no",-330,"yes","no","unknown",27,"may",256,2,-1,0,"unknown","no"
36,"services","single","secondary","no",9713,"yes","no","unknown",27,"may",72,3,-1,0,"unknown","no"
34,"admin.","single","secondary","no",0,"yes","no","unknown",27,"may",197,2,-1,0,"unknown","no"
37,"technician","married","secondary","no",427,"yes","yes","unknown",27,"may",335,3,-1,0,"unknown","no"
28,"management","married","tertiary","no",318,"yes","no","unknown",27,"may",4,4,-1,0,"unknown","no"
35,"management","single","tertiary","no",-208,"yes","no","unknown",27,"may",127,2,-1,0,"unknown","no"
39,"technician","married","primary","no",169,"yes","no","unknown",27,"may",133,2,-1,0,"unknown","no"
47,"admin.","married","secondary","no",-245,"yes","no","unknown",27,"may",145,5,-1,0,"unknown","no"
24,"management","married","secondary","no",2278,"yes","no","unknown",27,"may",77,4,-1,0,"unknown","no"
26,"blue-collar","married","secondary","no",2005,"yes","no","unknown",27,"may",224,3,-1,0,"unknown","no"
53,"technician","divorced","secondary","no",392,"yes","no","unknown",28,"may",59,1,-1,0,"unknown","no"
25,"blue-collar","married","primary","no",657,"yes","yes","unknown",28,"may",397,1,-1,0,"unknown","no"
45,"blue-collar","married","secondary","no",-54,"yes","no","unknown",28,"may",372,2,-1,0,"unknown","no"
37,"admin.","married","secondary","no",1123,"no","yes","unknown",28,"may",138,1,-1,0,"unknown","no"
48,"management","single","secondary","no",61,"yes","no","unknown",28,"may",198,1,-1,0,"unknown","no"
30,"self-employed","single","secondary","no",311,"yes","yes","unknown",28,"may",198,3,-1,0,"unknown","no"
33,"admin.","single","secondary","no",598,"yes","no","unknown",28,"may",189,1,-1,0,"unknown","no"
30,"blue-collar","married","secondary","no",363,"yes","no","unknown",28,"may",132,1,-1,0,"unknown","no"
25,"technician","single","tertiary","no",43,"yes","yes","unknown",28,"may",738,1,-1,0,"unknown","no"
46,"technician","married","secondary","no",317,"yes","yes","unknown",28,"may",125,1,-1,0,"unknown","no"
26,"blue-collar","married","primary","no",755,"yes","no","unknown",28,"may",61,1,-1,0,"unknown","no"
29,"housemaid","married","tertiary","no",420,"yes","no","unknown",28,"may",95,3,-1,0,"unknown","no"
31,"admin.","single","secondary","no",162,"yes","no","unknown",28,"may",247,1,-1,0,"unknown","no"
30,"services","married","secondary","no",419,"yes","no","unknown",28,"may",390,1,-1,0,"unknown","no"
39,"blue-collar","divorced","secondary","no",412,"no","no","unknown",28,"may",210,1,-1,0,"unknown","no"
29,"admin.","single","secondary","no",1450,"yes","no","unknown",28,"may",195,1,-1,0,"unknown","no"
33,"blue-collar","single","secondary","no",855,"no","no","unknown",28,"may",99,5,-1,0,"unknown","no"
27,"technician","single","secondary","no",2430,"yes","no","unknown",28,"may",297,1,-1,0,"unknown","no"
29,"management","married","tertiary","no",4050,"yes","no","unknown",28,"may",166,1,-1,0,"unknown","no"
29,"services","married","secondary","no",308,"yes","no","unknown",28,"may",75,1,-1,0,"unknown","no"
28,"blue-collar","married","primary","no",115,"yes","no","unknown",28,"may",78,4,-1,0,"unknown","no"
24,"student","single","unknown","no",3298,"yes","no","unknown",28,"may",227,1,-1,0,"unknown","no"
53,"services","divorced","secondary","no",-905,"yes","no","unknown",28,"may",213,1,-1,0,"unknown","no"
29,"services","married","tertiary","no",6,"yes","no","unknown",28,"may",143,2,-1,0,"unknown","no"
42,"technician","married","secondary","no",-1310,"yes","yes","unknown",28,"may",162,1,-1,0,"unknown","no"
29,"management","single","tertiary","no",-158,"yes","no","unknown",28,"may",399,1,-1,0,"unknown","no"
29,"technician","single","secondary","yes",-397,"yes","no","unknown",28,"may",114,1,-1,0,"unknown","no"
52,"entrepreneur","married","primary","no",8298,"yes","yes","unknown",28,"may",123,18,-1,0,"unknown","no"
27,"technician","married","secondary","no",1577,"yes","yes","unknown",28,"may",266,2,-1,0,"unknown","no"
30,"management","single","tertiary","no",5288,"yes","no","unknown",28,"may",288,3,-1,0,"unknown","no"
32,"admin.","single","secondary","no",642,"yes","no","unknown",28,"may",71,2,-1,0,"unknown","no"
29,"admin.","married","tertiary","no",26,"yes","no","unknown",28,"may",45,1,-1,0,"unknown","no"
50,"admin.","married","secondary","no",3636,"no","no","unknown",28,"may",290,1,-1,0,"unknown","no"
29,"technician","single","secondary","no",22008,"yes","no","unknown",28,"may",139,2,-1,0,"unknown","no"
31,"admin.","married","unknown","yes",-310,"yes","no","unknown",28,"may",433,3,-1,0,"unknown","no"
38,"services","married","secondary","no",-314,"yes","no","unknown",28,"may",66,2,-1,0,"unknown","no"
24,"blue-collar","single","secondary","no",327,"yes","no","unknown",28,"may",333,2,-1,0,"unknown","no"
55,"retired","married","secondary","no",2193,"yes","yes","unknown",28,"may",72,3,-1,0,"unknown","no"
36,"management","married","tertiary","no",771,"yes","no","unknown",28,"may",357,1,-1,0,"unknown","no"
27,"admin.","single","secondary","no",242,"yes","yes","unknown",28,"may",83,1,-1,0,"unknown","no"
38,"blue-collar","single","unknown","no",241,"yes","no","unknown",28,"may",172,2,-1,0,"unknown","no"
